"Name","Year","file","Organization_type","Size","Sector","Sec_SASB","Country","Region","OECD","english_non_english"
"Master Drilling",2012,"MasterDrilling_2012","Private company","Large","Mining","Extractives and Minerals Processing","South Africa","Africa","No","english"
"Matsuda Sangyo",2012,"MatsudaSangyo_2012","Private company","MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"non-english"
"Mayagüez",2012,"Mayagüez_2012","Private company","MNE","Energy Utilities","Infrastructure","Colombia","Latin America & the Caribbean","No","non-english"
"Mazda",2012,"Mazda_2012","Private company","Large","Automotive","Transportation","Japan","Asia",NA,"english"
"McBride",2012,"McBride_2012","Private company","MNE","Retailers","Consumer Goods","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"McDonald's Switzerland",2012,"McDonald'sSwitzerland_2012","Subsidiary","Large","Food and Beverage Products","Food and Beverage","Switzerland","Europe","No","non-english"
"MEC (Mountain Equipment Co-op)",2012,"MEC(MountainEquipmentCo-op)_2012","Cooperative","Large","Retailers","Consumer Goods","Canada","Northern America","No","english"
"Mediaset España Comunicacion",2012,"MediasetEspañaComunicacion_2012","Private company","Large","Media","Technology and Communications","Spain","Europe","No","english"
"Mediclinic International plc",2012,"MediclinicInternationalplc_2012","Private company","Large","Healthcare Services","Healthcare","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"Mediolanum",2012,"Mediolanum_2012","Private company","Large","Financial Services","Financials","Italy","Europe",NA,"english"
"Medusa Mining",2012,"MedusaMining_2012","Private company","MNE","Mining","Extractives and Minerals Processing","Australia","Oceania","No","english"
"Megmilk",2012,"Megmilk_2012","Private company","Large","Food and Beverage Products","Food and Beverage","Japan","Asia",NA,"non-english"
"Melhoramentos",2012,"Melhoramentos_2012","Private company","SME","Forest and Paper Products","Renewable Resources & Alternative Energy","Brazil","Latin America & the Caribbean",NA,"non-english"
"Meliá Hotels International",2012,"MeliáHotelsInternational_2012","Private company","MNE","Tourism/Leisure","Tourism/Leisure","Spain","Europe","No","english"
"Mendes Junior",2012,"MendesJunior_2012","Private company","Large","Construction","Infrastructure","Brazil","Latin America & the Caribbean","No","non-english"
"Meralco",2012,"Meralco_2012","Private company","Large","Energy Utilities","Infrastructure","Philippines","Asia",NA,"english"
"Mercedes-Benz do Brasil",2012,"Mercedes-BenzdoBrasil_2012","Subsidiary","Large","Automotive","Transportation","Brazil","Latin America & the Caribbean","No","non-english"
"Metito",2012,"Metito_2012","Private company","MNE","Water Utilities","Infrastructure","United Arab Emirates","Asia",NA,"english"
"Metrô de São Paulo",2012,"MetrôdeSãoPaulo_2012","Public institution","Large","Logistics","Transportation","Brazil","Latin America & the Caribbean","No","non-english"
"Metropolitan Waterworks Authority",2012,"MetropolitanWaterworksAuthority_2012","State-owned company","Large","Water Utilities","Infrastructure","Thailand","Asia","No","non-english"
"Metso",2012,"Metso_2012","Private company","MNE","Equipment","Resource Transformation","Finland","Europe",NA,"english"
"Microchip Technology",2012,"MicrochipTechnology_2012","Private company","Large","Technology Hardware","Technology and Communications","United States of America","Northern America",NA,"english"
"Micromega Holdings Limited",2012,"MicromegaHoldingsLimited_2012","Private company","Large","Financial Services","Financials","South Africa","Africa","No","english"
"Minera Los Pelambres (MLP)",2012,"MineraLosPelambres(MLP)_2012","Private company","Large","Mining","Extractives and Minerals Processing","Chile","Latin America & the Caribbean","No","non-english"
"Mineros S.A.",2012,"MinerosS.A._2012","Private company","Large","Mining","Extractives and Minerals Processing","Colombia","Latin America & the Caribbean","No","non-english"
"Mini Stop (Aeon)",2012,"MiniStop(Aeon)_2012","Private company","Large","Retailers","Consumer Goods","Japan","Asia",NA,"english"
"Minor International Public Company Limited",2012,"MinorInternationalPublicCompanyLimited_2012","Private company","Large","Food and Beverage Products","Food and Beverage","Thailand","Asia","No","english"
"MIRECO",2012,"MIRECO_2012","Private company","SME","Other","Other","Korea, Republic of","Asia","No","non-english"
"Miro Seguridad",2012,"MiroSeguridad_2012","Private company","Large","Other","Other","Colombia","Latin America & the Caribbean","No","non-english"
"Mitsubishi Estate",2012,"MitsubishiEstate_2012","Private company","MNE","Real Estate","Infrastructure","Japan","Asia",NA,"non-english"
"Mitsubishi Logistics",2012,"MitsubishiLogistics_2012","Private company","Large","Logistics","Transportation","Japan","Asia",NA,"english"
"Mitsubishi Motors",2012,"MitsubishiMotors_2012","Private company","MNE","Automotive","Transportation","Japan","Asia",NA,"non-english"
"MMC",2012,"MMC_2012","Private company","MNE","Mining","Extractives and Minerals Processing","Mongolia","Asia","No","english"
"Mobiletron Electronics Co., Ltd.",2012,"MobiletronElectronicsCo.,Ltd._2012","Private company","MNE","Equipment","Resource Transformation","Taiwan","Asia","No","non-english"
"Molex Inc",2012,"MolexInc_2012","Subsidiary","MNE","Technology Hardware","Technology and Communications","United States of America","Northern America","No","english"
"Mònica Ferré. Turisme Rural Ca la Pruna",2012,"MònicaFerré.TurismeRuralCalaPruna_2012","Private company","SME","Tourism/Leisure","Tourism/Leisure","Spain","Europe","No","non-english"
"Monsanto Latin America South",2012,"MonsantoLatinAmericaSouth_2012","Subsidiary","MNE","Agriculture","Food and Beverage","Argentina","Latin America & the Caribbean","No","non-english"
"Montupet",2012,"Montupet_2012","Private company","MNE","Automotive","Transportation","France","Europe",NA,"english"
"Moody's Corporation",2012,"Moody'sCorporation_2012","Private company","MNE","Financial Services","Financials","United States of America","Northern America","No","english"
"Morgan Advanced Materials",2012,"MorganAdvancedMaterials_2012","Private company","Large","Equipment","Resource Transformation","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"Morgan Sindall Group",2012,"MorganSindallGroup_2012","Private company","Large","Construction","Infrastructure","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"Morgan Stanley",2012,"MorganStanley_2012","Private company","MNE","Financial Services","Financials","United States of America","Northern America","No","english"
"Moser Baer India",2012,"MoserBaerIndia_2012","Private company","Large","Other","Other","India","Asia","No","english"
"Motech Industries Inc.",2012,"MotechIndustriesInc._2012","Private company","MNE","Energy Utilities","Infrastructure","Taiwan","Asia","Yes","non-english"
"Motor Oil Hellas",2012,"MotorOilHellas_2012","Private company","MNE","Energy","Extractives and Minerals Processing","Greece","Europe","No","english"
"Mount Gibson Iron",2012,"MountGibsonIron_2012","Private company","Large","Metals Products","Extractives and Minerals Processing","Australia","Oceania",NA,"english"
"Mpact",2012,"Mpact_2012","Private company","Large","Other","Other","South Africa","Africa","No","english"
"MQ",2012,"MQ_2012","Private company","Large","Retailers","Consumer Goods","Sweden","Europe",NA,"non-english"
"MS&AD Insurance Group Holdings",2012,"MS&ADInsuranceGroupHoldings_2012","Private company","MNE","Financial Services","Financials","Japan","Asia",NA,"english"
"MTS (Mobile TeleSystems)",2012,"MTS(MobileTeleSystems)_2012","Subsidiary","Large","Telecommunications","Technology and Communications","Russian Federation","Europe","No","non-english"
"MTU Aero Engines",2012,"MTUAeroEngines_2012","Private company","MNE","Aviation","Transportation","Germany","Europe","No","english"
"Multichoice",2012,"Multichoice_2012","Private company","Large","Media","Technology and Communications","South Africa","Africa","No","english"
"Multiplan",2012,"Multiplan_2012","Private company","Large","Real Estate","Infrastructure","Brazil","Latin America & the Caribbean","No","non-english"
"Mustafa Nevzat",2012,"MustafaNevzat_2012","Private company","Large","Healthcare Products","Healthcare","Turkey","Asia","No","english"
"Mustek",2012,"Mustek_2012","Private company","Large","Telecommunications","Technology and Communications","South Africa","Africa","No","english"
"myclimate",2012,"myclimate_2012","Non-profit organization","SME","Non-Profit / Services","Non-Profit / Services","Switzerland","Europe",NA,"english"
"Nabtesco",2012,"Nabtesco_2012","Private company","Large","Other","Other","Japan","Asia","No","english"
"NAGACORP LTD",2012,"NAGACORPLTD_2012","Private company","Large","Tourism/Leisure","Tourism/Leisure","Cambodia","Asia",NA,"english"
"Narodna Banka Srbije",2012,"NarodnaBankaSrbije_2012","State-owned company","Large","Financial Services","Financials","Serbia","Europe","No","non-english"
"Naspers",2012,"Naspers_2012","Private company","Large","Media","Technology and Communications","South Africa","Africa","No","english"
"National Aeronautics and Space Administration (NASA) - United States of America",2012,"NationalAeronauticsandSpaceAdministration(NASA)-UnitedStatesofAmerica_2012","Public institution","Large","Other","Other","United States of America","Northern America",NA,"english"
"Navistar International",2012,"NavistarInternational_2012","Private company","MNE","Automotive","Transportation","United States of America","Northern America","No","english"
"NC State University",2012,"NCStateUniversity_2012","Public institution","SME","Universities","Services","United States of America","Northern America",NA,"english"
"NEC Corporation",2012,"NECCorporation_2012","Private company","MNE","Technology Hardware","Technology and Communications","Japan","Asia","No","english"
"Nestlé",2012,"Nestlé_2012","Private company","MNE","Food and Beverage Products","Food and Beverage","Switzerland","Europe",NA,"english"
"Nestle Indonesia",2012,"NestleIndonesia_2012","Subsidiary","MNE","Food and Beverage Products","Food and Beverage","Indonesia","Asia",NA,"non-english"
"Nestle Malaysia",2012,"NestleMalaysia_2012","Private company","MNE","Food and Beverage Products","Food and Beverage","Malaysia","Asia","No","english"
"Nestle Philippines",2012,"NestlePhilippines_2012","Subsidiary","Large","Food and Beverage Products","Food and Beverage","Philippines","Asia",NA,"english"
"Nestlé Poland",2012,"NestléPoland_2012","Private company","Large","Food and Beverage Products","Food and Beverage","Poland","Europe","Yes","non-english"
"Nestlé Portugal",2012,"NestléPortugal_2012","Subsidiary","Large","Food and Beverage Products","Food and Beverage","Portugal","Europe","No","non-english"
"Nestle Russia",2012,"NestleRussia_2012","Subsidiary","Large","Food and Beverage Products","Food and Beverage","Russian Federation","Europe",NA,"english"
"New Zealand Post",2012,"NewZealandPost_2012","State-owned company","Large","Logistics","Transportation","New Zealand","Oceania","No","english"
"New Zealand Superannuation Fund",2012,"NewZealandSuperannuationFund_2012","State-owned company","Large","Financial Services","Financials","New Zealand","Oceania","No","english"
"Nexity",2012,"Nexity_2012","Private company","MNE","Real Estate","Infrastructure","France","Europe",NA,"non-english"
"Nextel Argentina",2012,"NextelArgentina_2012","Subsidiary","MNE","Telecommunications","Technology and Communications","Argentina","Latin America & the Caribbean",NA,"non-english"
"Nichicon",2012,"Nichicon_2012","Private company","Large","Equipment","Resource Transformation","Japan","Asia","No","english"
"Nidec",2012,"Nidec_2012","Private company","MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"english"
"NIPPON EXPRESS (Nittsu)",2012,"NIPPONEXPRESS(Nittsu)_2012","Private company","MNE","Logistics","Transportation","Japan","Asia",NA,"english"
"Nippon Kayaku",2012,"NipponKayaku_2012","Private company","Large","Chemicals","Resource Transformation","Japan","Asia","No","non-english"
"Nippon Paper Group",2012,"NipponPaperGroup_2012","Private company","Large","Forest and Paper Products","Renewable Resources & Alternative Energy","Japan","Asia",NA,"non-english"
"Nippon Shokubai",2012,"NipponShokubai_2012","Private company","Large","Chemicals","Resource Transformation","Japan","Asia",NA,"english"
"Nireus",2012,"Nireus_2012","Private company","MNE","Food and Beverage Products","Food and Beverage","Greece","Europe",NA,"non-english"
"Nissan",2012,"Nissan_2012","Private company","MNE","Automotive","Transportation","Japan","Asia",NA,"english"
"Nisshin Seifun",2012,"NisshinSeifun_2012","Private company","Large","Food and Beverage Products","Food and Beverage","Japan","Asia",NA,"non-english"
"Nissin Electric",2012,"NissinElectric_2012","Private company","MNE","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"Nissui",2012,"Nissui_2012","Private company","MNE","Food and Beverage Products","Food and Beverage","Japan","Asia","No","english"
"NOL (Neptune Orient Lines)",2012,"NOL(NeptuneOrientLines)_2012","Private company","MNE","Logistics","Transportation","Singapore","Asia","No","english"
"Nölken Hygiene Products",2012,"NölkenHygieneProducts_2012","Private company","SME","Household and Personal Products","Consumer Goods","Germany","Europe",NA,"non-english"
"Nomura Holdings",2012,"NomuraHoldings_2012","Private company","MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"english"
"Nordea Bank",2012,"NordeaBank_2012","Private company","Large","Financial Services","Financials","Sweden","Europe","No","english"
"NORDEN",2012,"NORDEN_2012","Private company","MNE","Logistics","Transportation","Denmark","Europe","No","english"
"Noritake",2012,"Noritake_2012","Private company","Large","Other","Other","Japan","Asia",NA,"non-english"
"Noritz",2012,"Noritz_2012","Private company","Large","Metals Products","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"Norsk Hydro",2012,"NorskHydro_2012","Private company","Large","Metals Products","Extractives and Minerals Processing","Norway","Europe","Yes","english"
"Northern Trust",2012,"NorthernTrust_2012","Private company","MNE","Financial Services","Financials","United States of America","Northern America","Yes","english"
"Novelis",2012,"Novelis_2012","Subsidiary","MNE","Metals Products","Extractives and Minerals Processing","United States of America","Northern America","No","english"
"NSK Ltd.",2012,"NSKLtd._2012","Private company","MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"Nucor Corporation",2012,"NucorCorporation_2012","Private company","Large","Metals Products","Extractives and Minerals Processing","United States of America","Northern America","No","english"
"Nutritional Holdings",2012,"NutritionalHoldings_2012","Private company","Large","Food and Beverage Products","Food and Beverage","South Africa","Africa","No","english"
"O2 Czech Republic",2012,"O2CzechRepublic_2012","Subsidiary","Large","Telecommunications","Technology and Communications","Czech Republic","Europe","No","non-english"
"Oasis Group Holdings",2012,"OasisGroupHoldings_2012","Private company","SME","Real Estate","Infrastructure","South Africa","Africa","No","english"
"Obayashi",2012,"Obayashi_2012","Private company","MNE","Construction","Infrastructure","Japan","Asia",NA,"english"
"OCBC Wing Hang Bank",2012,"OCBCWingHangBank_2012","Private company","Large","Financial Services","Financials","Hong Kong","Asia",NA,"english"
"OCI Company Ltd.",2012,"OCICompanyLtd._2012","Private company","Large","Energy","Extractives and Minerals Processing","Korea, Republic of","Asia","No","english"
"OCP Group",2012,"OCPGroup_2012","State-owned company","Large","Mining","Extractives and Minerals Processing","Morocco","Africa","No","english"
"ODL -  Oleoducto de los Llanos Orientales S.A",2012,"ODL-OleoductodelosLlanosOrientalesS.A_2012","State-owned company","SME","Other","Other","Colombia","Latin America & the Caribbean","No","non-english"
"Oekom Research",2012,"OekomResearch_2012","Private company","SME","Financial Services","Financials","Germany","Europe",NA,"non-english"
"O'Hara Inc.",2012,"O'HaraInc._2012","Private company","MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"OJSC SEVERNEFTEGAZPROM",2012,"OJSCSEVERNEFTEGAZPROM_2012","Private company","Large","Energy","Extractives and Minerals Processing","Russian Federation","Europe","No","non-english"
"Okamura",2012,"Okamura_2012","Private company","MNE","Other","Other","Japan","Asia","No","non-english"
"Oki Electric Industry",2012,"OkiElectricIndustry_2012","Private company","MNE","Household and Personal Products","Consumer Goods","Japan","Asia",NA,"english"
"Okinawa Electric Power (OKIDEN)",2012,"OkinawaElectricPower(OKIDEN)_2012","Private company","Large","Energy","Extractives and Minerals Processing","Japan","Asia","No","non-english"
"Olam International Limited",2012,"OlamInternationalLimited_2012","Private company","MNE","Agriculture","Food and Beverage","Singapore","Asia","No","english"
"OLEUM FLUMEN",2012,"OLEUMFLUMEN_2012","Private company","SME","Food and Beverage Products","Food and Beverage","Spain","Europe","No","non-english"
"OMA - Grupo Aeroportuario del Centro Norte",2012,"OMA-GrupoAeroportuariodelCentroNorte_2012","Private company","Large","Aviation","Transportation","Mexico","Latin America & the Caribbean","No","non-english"
"Oman Oil Company",2012,"OmanOilCompany_2012","State-owned company","MNE","Energy","Extractives and Minerals Processing","Oman","Asia","No","english"
"Omega Energy Colombia",2012,"OmegaEnergyColombia_2012","Private company","SME","Energy","Extractives and Minerals Processing","Colombia","Latin America & the Caribbean","No","non-english"
"Omron",2012,"Omron_2012","Private company","Large","Consumer Durables","Consumer Goods","Japan","Asia",NA,"english"
"Onninen",2012,"Onninen_2012","Private company","MNE","Other","Other","Finland","Europe",NA,"english"
"ONO",2012,"ONO_2012","Private company","Large","Telecommunications","Technology and Communications","Spain","Europe","No","english"
"Ono Pharmaceutical",2012,"OnoPharmaceutical_2012","Private company","MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"OP",2012,"OP_2012","Cooperative","Large","Financial Services","Financials","Finland","Europe","Yes","english"
"Orange (former France Telecom)",2012,"Orange(formerFranceTelecom)_2012","Private company","Large","Telecommunications","Technology and Communications","France","Europe","No","english"
"Orange Slovakia",2012,"OrangeSlovakia_2012","Private company","Large","Telecommunications","Technology and Communications","Slovak Republic","Europe","No","non-english"
"Organización Terpel",2012,"OrganizaciónTerpel_2012","Private company","Large","Energy","Extractives and Minerals Processing","Colombia","Latin America & the Caribbean","No","non-english"
"Orient Overseas International",2012,"OrientOverseasInternational_2012","Private company","MNE","Logistics","Transportation","Hong Kong","Asia","No","english"
"Orix",2012,"Orix_2012","Private company","Large","Financial Services","Financials","Japan","Asia",NA,"english"
"Orpea",2012,"Orpea_2012","Private company","MNE","Healthcare Services","Healthcare","France","Europe",NA,"english"
"OSDE",2012,"OSDE_2012","Private company","Large","Healthcare Services","Healthcare","Argentina","Latin America & the Caribbean","No","non-english"
"Österreichischer Rundfunk ORF",2012,"ÖsterreichischerRundfunkORF_2012","Public institution","Large","Media","Technology and Communications","Austria","Europe",NA,"non-english"
"OZ Minerals",2012,"OZMinerals_2012","Private company","MNE","Mining","Extractives and Minerals Processing","Australia","Oceania","Yes","english"
"Pacific Hydro",2012,"PacificHydro_2012","Subsidiary","SME","Energy Utilities","Infrastructure","Australia","Oceania","No","english"
"Pacific Northwest National Laboratory",2012,"PacificNorthwestNationalLaboratory_2012","Public institution","Large","Public Agency","Services","United States of America","Northern America","No","english"
"Pall Corp.",2012,"PallCorp._2012","Private company","MNE","Technology Hardware","Technology and Communications","United States of America","Northern America","No","non-english"
"PanaHome",2012,"PanaHome_2012","Private company","Large","Other","Other","Japan","Asia",NA,"english"
"Panalpina",2012,"Panalpina_2012","Private company","Large","Logistics","Transportation","Switzerland","Europe","No","english"
"PanAust",2012,"PanAust_2012","Private company","MNE","Metals Products","Extractives and Minerals Processing","Australia","Oceania","No","english"
"Pandora",2012,"Pandora_2012","Private company","MNE","Household and Personal Products","Consumer Goods","Denmark","Europe",NA,"english"
"Panoramic Resources",2012,"PanoramicResources_2012","Private company","Large","Mining","Extractives and Minerals Processing","Australia","Oceania","No","english"
"Patronat Joan Sellas Cardelús",2012,"PatronatJoanSellasCardelús_2012","Non-profit organization","SME","Non-Profit / Services","Non-Profit / Services","Spain","Europe","No","non-english"
"Paulig",2012,"Paulig_2012","Private company","Large","Food and Beverage Products","Food and Beverage","Finland","Europe",NA,"english"
"PayPoint",2012,"PayPoint_2012","Private company","Large","Financial Services","Financials","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"Pemex, PEP Subdirección de Producción Región Marina Noreste",2012,"Pemex,PEPSubdireccióndeProducciónRegiónMarinaNoreste_2012","State-owned company","Large","Energy","Extractives and Minerals Processing","Mexico","Latin America & the Caribbean","No","non-english"
"Penta-Ocean",2012,"Penta-Ocean_2012","Private company","MNE","Construction","Infrastructure","Japan","Asia",NA,"non-english"
"PepsiCo France",2012,"PepsiCoFrance_2012","Subsidiary","Large","Food and Beverage Products","Food and Beverage","France","Europe",NA,"non-english"
"Per Vitanature M.D.P., S.L.",2012,"PerVitanatureM.D.P.,S.L._2012","Private company","SME","Tourism/Leisure","Tourism/Leisure","Spain","Europe","No","non-english"
"PerkinElmer",2012,"PerkinElmer_2012","Private company","MNE","Healthcare Services","Healthcare","United States of America","Northern America","No","english"
"Permata Bank",2012,"PermataBank_2012","Subsidiary","Large","Financial Services","Financials","Indonesia","Asia",NA,"non-english"
"Petra Diamonds",2012,"PetraDiamonds_2012","Private company","Large","Mining","Extractives and Minerals Processing","Jersey","Europe","No","english"
"Petrom",2012,"Petrom_2012","Subsidiary","Large","Energy","Extractives and Minerals Processing","Romania","Europe","No","non-english"
"Petronas",2012,"Petronas_2012","State-owned company","Large","Energy","Extractives and Minerals Processing","Malaysia","Asia","No","english"
"Petropavlovsk Foundation",2012,"PetropavlovskFoundation_2012","Non-profit organization","SME","Non-Profit / Services","Non-Profit / Services","Russian Federation","Europe",NA,"non-english"
"Petrosea",2012,"Petrosea_2012","Private company","Large","Mining","Extractives and Minerals Processing","Indonesia","Asia","No","non-english"
"PFA Holding",2012,"PFAHolding_2012","Private company","Large","Financial Services","Financials","Denmark","Europe","No","non-english"
"Pfizer Argentina",2012,"PfizerArgentina_2012","Subsidiary","Large","Healthcare Products","Healthcare","Argentina","Latin America & the Caribbean",NA,"non-english"
"Pfizer Inc",2012,"PfizerInc_2012","Private company","MNE","Healthcare Products","Healthcare","United States of America","Northern America","No","english"
"PG&E",2012,"PG&E_2012","Private company","Large","Energy Utilities","Infrastructure","United States of America","Northern America","No","english"
"PGN",2012,"PGN_2012","Private company","Large","Energy","Extractives and Minerals Processing","Indonesia","Asia","No","english"
"Phumelela Gaming and Leisure Limited",2012,"PhumelelaGamingandLeisureLimited_2012","Private company","Large","Tourism/Leisure","Tourism/Leisure","South Africa","Africa","No","english"
"Piaggio Group",2012,"PiaggioGroup_2012","Private company","Large","Automotive","Transportation","Italy","Europe","No","english"
"PICC - The People's Insurance Company of China Limited",2012,"PICC-ThePeople'sInsuranceCompanyofChinaLimited_2012","Private company","Large","Financial Services","Financials","Mainland China","Asia",NA,"english"
"Ping An Bank",2012,"PingAnBank_2012","Private company","Large","Financial Services","Financials","Mainland China","Asia","No","non-english"
"Ping An of China",2012,"PingAnofChina_2012","Private company","Large","Conglomerates","Conglomerates","Mainland China","Asia","No","non-english"
"Pirelli",2012,"Pirelli_2012","Private company","MNE","Conglomerates","Conglomerates","Italy","Europe","No","english"
"Piscines Ideales",2012,"PiscinesIdeales_2012","Private company","Large","Other","Other","Greece","Europe",NA,"non-english"
"PitneyBowes",2012,"PitneyBowes_2012","Private company","MNE","Technology Hardware","Technology and Communications","United States of America","Northern America","No","english"
"Planet Technology Corporation",2012,"PlanetTechnologyCorporation_2012","Private company","MNE","Telecommunications","Technology and Communications","Taiwan","Asia","No","non-english"
"Platinum Bank",2012,"PlatinumBank_2012","Subsidiary","Large","Financial Services","Financials","Ukraine","Europe","No","english"
"PLDT",2012,"PLDT_2012","Private company","Large","Telecommunications","Technology and Communications","Philippines","Asia",NA,"english"
"Pliva",2012,"Pliva_2012","Subsidiary","Large","Chemicals","Resource Transformation","Croatia","Europe",NA,"english"
"Plus Expressways Berhad",2012,"PlusExpresswaysBerhad_2012","Private company","Large","Other","Other","Malaysia","Asia","No","english"
"Point B, Inc.",2012,"PointB,Inc._2012","Private company","SME","Other","Other","United States of America","Northern America","No","english"
"Poly Real Estate",2012,"PolyRealEstate_2012","State-owned company","Large","Real Estate","Infrastructure","Mainland China","Asia",NA,"non-english"
"PORR",2012,"PORR_2012","Private company","Large","Construction","Infrastructure","Austria","Europe","No","english"
"PortAventura World",2012,"PortAventuraWorld_2012","Private company","Large","Tourism/Leisure","Tourism/Leisure","Spain","Europe","No","non-english"
"Porto Seguro",2012,"PortoSeguro_2012","Private company","Large","Financial Services","Financials","Brazil","Latin America & the Caribbean",NA,"english"
"POSCO-Thainox",2012,"POSCO-Thainox_2012","Private company","Large","Other","Other","Thailand","Asia","No","english"
"Postbank",2012,"Postbank_2012","Private company","Large","Financial Services","Financials","Germany","Europe","No","english"
"Postbank (Eurobank EFG) Bulgaria",2012,"Postbank(EurobankEFG)Bulgaria_2012","Private company","Large","Financial Services","Financials","Bulgaria","Europe","No","english"
"PostNL",2012,"PostNL_2012","Private company","MNE","Logistics","Transportation","Netherlands","Europe","Yes","english"
"PPC",2012,"PPC_2012","Private company","Large","Construction Materials","Extractives and Minerals Processing","South Africa","Africa","Yes","english"
"Premier Oil",2012,"PremierOil_2012","Private company","Large","Energy","Extractives and Minerals Processing","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"PricewaterhouseCoopers (PwC) Finland",2012,"PricewaterhouseCoopers(PwC)Finland_2012","Private company","MNE","Commercial Services","Financials","Finland","Europe","No","english"
"PricewaterhouseCoopers LLP",2012,"PricewaterhouseCoopersLLP_2012","Partnership","Large","Financial Services","Financials","United States of America","Northern America","No","english"
"Procter & Gamble",2012,"Procter&Gamble_2012","Private company","Large","Household and Personal Products","Consumer Goods","United States of America","Northern America","No","english"
"Produce World",2012,"ProduceWorld_2012","Private company","Large","Food and Beverage Products","Food and Beverage","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"Progress Energy",2012,"ProgressEnergy_2012","Subsidiary","Large","Energy Utilities","Infrastructure","United States of America","Northern America","No","english"
"Prologis",2012,"Prologis_2012","Private company","MNE","Real Estate","Infrastructure","United States of America","Northern America","No","english"
"Protección",2012,"Protección_2012","Private company","MNE","Financial Services","Financials","Colombia","Latin America & the Caribbean","No","non-english"
"Prudential Investment Management Services",2012,"PrudentialInvestmentManagementServices_2012","Private company","MNE","Financial Services","Financials","United States of America","Northern America",NA,"english"
"PSV Holdings",2012,"PSVHoldings_2012","Private company","Large","Metals Products","Extractives and Minerals Processing","South Africa","Africa","No","english"
"PTPN 13",2012,"PTPN13_2012","State-owned company","SME","Agriculture","Food and Beverage","Indonesia","Asia","No","non-english"
"PWC Czech Republic",2012,"PWCCzechRepublic_2012","Private company","MNE","Financial Services","Financials","Czech Republic","Europe","No","non-english"
"Qatar Gas Transport Company Ltd",2012,"QatarGasTransportCompanyLtd_2012","State-owned company","SME","Energy Utilities","Infrastructure","Qatar","Asia","No","english"
"Qenos",2012,"Qenos_2012","Subsidiary","Large","Other","Other","Australia","Oceania","No","english"
"QGEP",2012,"QGEP_2012","Private company","Large","Energy","Extractives and Minerals Processing","Brazil","Latin America & the Caribbean","No","non-english"
"QIB",2012,"QIB_2012","Public institution","Large","Financial Services","Financials","Qatar","Asia",NA,"english"
"Qisda",2012,"Qisda_2012","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","english"
"Quanta Computer Inc. (QCI)",2012,"QuantaComputerInc.(QCI)_2012","Private company","MNE","Computers","Technology and Communications","Taiwan","Asia","No","non-english"
"Radio e Televisao de Portugal, S.A. (RTP)",2012,"RadioeTelevisaodePortugal,S.A.(RTP)_2012","State-owned company","Large","Media","Technology and Communications","Portugal","Europe","No","non-english"
"Raiffeisen Schweiz",2012,"RaiffeisenSchweiz_2012","Private company","Large","Financial Services","Financials","Switzerland","Europe","No","non-english"
"Raimon Land Plc.",2012,"RaimonLandPlc._2012","Private company","MNE","Construction","Infrastructure","Thailand","Asia","No","english"
"Ramirent",2012,"Ramirent_2012","Private company","MNE","Equipment","Resource Transformation","Finland","Europe",NA,"non-english"
"Rand Merchant Insurance",2012,"RandMerchantInsurance_2012","Private company","Large","Financial Services","Financials","South Africa","Africa","No","english"
"Randstad Holding",2012,"RandstadHolding_2012","Private company","MNE","Other","Other","Netherlands","Europe","No","english"
"Rapala VMC",2012,"RapalaVMC_2012","Private company","Large","Other","Other","Finland","Europe",NA,"english"
"Redrow PLC",2012,"RedrowPLC_2012","State-owned company","Large","Construction","Infrastructure","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"non-english"
"Redyser Transporte",2012,"RedyserTransporte_2012","Private company","SME","Logistics","Transportation","Spain","Europe",NA,"non-english"
"Regency Entertainment",2012,"RegencyEntertainment_2012","Private company","Large","Other","Other","Greece","Europe","No","non-english"
"Regionalmanagement Oberösterreich",2012,"RegionalmanagementOberösterreich_2012","State-owned company","SME","Public Agency","Services","Austria","Europe",NA,"non-english"
"Regions Financial Corporation",2012,"RegionsFinancialCorporation_2012","Private company","Large","Financial Services","Financials","United States of America","Northern America","No","english"
"Reinet Investments",2012,"ReinetInvestments_2012","Private company","Large","Financial Services","Financials","Luxembourg","Europe","No","non-english"
"REN - Redes Energéticas Nacionais",2012,"REN-RedesEnergéticasNacionais_2012","State-owned company","Large","Energy Utilities","Infrastructure","Portugal","Europe","No","english"
